1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1
1	11	1	1	1	11	11	11	1	1	11	11	11	11	1	1	1	11	11	11	1	11	11	1	11	1	11	11	11	11	1	1	1	1	1	1	1	11	11	11	1
1	11	1	1	11	11	11	1	11	11	1	11	11	1	11	11	11	11	11	11	11	11	11	1	11	1	11	11	11	11	1	11	1	1	11	11	1	1	11	11	1
1	11	1	11	11	1	1	11	11	11	11	1	1	11	11	11	11	11	1	11	1	11	1	1	11	11	11	11	11	11	1	11	11	11	11	11	11	11	1	11	1
1	11	11	11	1	11	11	11	11	11	11	11	11	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	11	1
1	11	11	1	11	11	11	11	1	1	1	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1	1	11	11	11	1	1	11	11	1
1	11	1	11	11	11	11	1	11	11	11	11	11	11	11	11	11	1	11	1	1	1	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	1
1	11	1	11	11	11	1	11	11	11	11	11	11	11	1	1	1	1	11	11	11	1	11	11	11	1	11	1	1	1	1	1	1	1	1	11	1	1	1	1	1
1	11	11	11	11	1	11	11	11	11	11	11	11	1	1	1	1	1	11	11	11	1	1	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	1
1	11	11	11	1	1	11	11	11	11	11	11	11	11	11	11	11	11	11	1	11	11	1	11	11	1	11	1	11	11	1	1	1	1	1	11	11	11	11	11	1
1	1	11	11	1	1	11	11	11	11	1	11	11	1	1	1	1	1	11	1	11	11	1	11	11	11	11	1	11	11	1	11	11	11	1	11	11	11	11	11	1
1	9	9	9	9	1	11	11	11	1	11	11	11	11	11	1	1	1	11	1	11	1	1	1	11	1	11	1	11	11	1	11	11	11	1	11	10	10	10	10	1
1	9	9	9	9	1	11	11	1	11	11	1	1	1	11	1	1	1	11	11	11	11	11	1	11	11	11	1	11	11	1	11	11	11	1	11	10	10	10	10	1
1	9	9	9	9	1	1	1	11	11	1	11	11	11	11	1	1	1	1	11	1	1	11	1	11	1	11	1	11	1	1	11	1	11	1	1	10	10	10	10	1
1	5	9	9	9	11	11	11	11	1	11	11	11	1	1	1	1	1	1	11	1	11	11	1	11	11	11	1	11	11	11	11	1	11	11	11	10	10	10	3	1
1	9	9	9	9	1	1	1	1	11	11	11	11	11	11	11	11	11	1	11	11	11	1	1	11	1	11	1	1	1	1	11	1	1	1	1	10	10	10	10	1
1	9	9	9	9	1	11	11	11	11	1	1	1	11	11	11	11	11	1	11	1	1	1	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	1
1	9	9	9	9	1	11	1	1	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	1
1	1	11	11	1	1	11	11	1	11	11	11	11	1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1
1	11	11	11	11	1	11	11	11	11	11	1	1	11	11	11	11	11	11	11	1	11	11	1	1	1	11	11	11	11	11	11	11	11	11	1	11	11	11	11	1
1	11	11	11	11	1	1	1	1	1	1	1	1	11	1	1	11	1	1	11	1	11	1	1	1	1	1	11	11	11	1	11	11	11	11	1	11	1	11	11	1
1	11	11	11	11	11	11	11	11	11	11	1	1	11	11	11	1	11	1	11	1	11	11	1	1	1	11	11	11	11	11	11	11	11	11	1	11	11	1	11	1
1	11	1	1	11	11	1	11	1	11	11	11	1	11	11	11	11	11	1	11	1	11	11	11	1	11	11	11	1	11	11	11	1	11	11	1	11	1	1	11	1
1	11	11	1	11	11	11	11	11	11	11	11	1	11	11	11	1	11	11	11	11	11	11	11	11	11	11	1	1	1	11	11	11	11	11	1	11	1	11	11	1
1	11	11	1	11	1	11	1	11	1	11	11	1	11	1	1	11	1	11	11	11	11	1	11	11	11	1	1	1	1	1	11	11	11	11	1	11	1	11	11	1
1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	1	1	1	11	11	11	11	11	11	11	1	1	11	1
1	11	11	1	11	1	11	1	11	1	11	11	1	11	1	11	1	11	1	11	1	11	11	11	1	11	11	11	1	11	11	11	1	11	11	1	11	11	1	11	1
1	11	1	1	11	11	11	11	11	11	11	11	1	11	1	11	1	11	1	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1	11	1	11	11	1
1	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
